,GeneID,Essential,Class,Complex,Phenotype,Motif,Chromosome,Function,Localization,add_numerical
4068,AAAOw,?,?,RNA processing complexes,?,,16,PROTEIN SYNTHESIS,golgi,16
4069,AAAOw,?,?,RNA processing complexes,?,,16,CELLULAR BIOGENESIS (proteins are not localized to the corresponding organelle),golgi,16
4070,AAAOx,Non-Essential,Peptidyl-Prolyl-Isomerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00402,15,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,15
4071,AAAOx,Non-Essential,Peptidyl-Prolyl-Isomerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00753,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,15
4072,AAAOy,Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00036,15,METABOLISM,nucleus,15
4073,AAAOy,Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00036,15,METABOLISM,nucleus,15
4074,AAAOy,Essential,?,Transcription complexes/Transcriptosome,Mating and sporulation defects,PS00036,15,ENERGY,nucleus,15
4075,AAAOz,Non-Essential,Nucleases,,Conditional phenotypes,PS00108,5,PROTEIN DESTINATION,golgi,5
4076,AAAOz,Non-Essential,Nucleases,,Conditional phenotypes,PS00108,5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",golgi,5
4077,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,PROTEIN DESTINATION,cytoplasm,13
4078,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,13
4079,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,PROTEIN DESTINATION,cytoplasm,13
4080,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,13
4081,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,PROTEIN SYNTHESIS,cytoskeleton,13
4082,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,13
4083,AAAPA,Essential,?,Nonsense-mediated mRNA decay pathway complex,?,PS00868,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,13
4084,AAAPB,Essential,Nucleases,,?,PS00225,2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,2
4085,AAAPB,Essential,Nucleases,,?,PS00479,2,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,2
4086,AAAPC,Non-Essential,Motorproteins,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,11
4087,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,11
4088,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,"Auxotrophies, carbon and",PS00824,11,PROTEIN DESTINATION,cytoskeleton,11
4089,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,11
4090,AAAPC,Non-Essential,Motorproteins,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,11
4091,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,Nucleic acid metabolism defects,PS00824,11,PROTEIN DESTINATION,cytoskeleton,11
4092,AAAPC,Non-Essential,Motorproteins,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,11
4093,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,"Auxotrophies, carbon and",PS00824,11,PROTEIN DESTINATION,cytoskeleton,11
4094,AAAPC,Non-Essential,Motorproteins,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,11
4095,AAAPC,Non-Essential,Molecular chaperones,Translation complexes,"Auxotrophies, carbon and",PS00824,11,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,11
4096,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS01186,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4097,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00211,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4098,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS01186,6,PROTEIN DESTINATION,cytoskeleton,6
4099,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS01248,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4100,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00211,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,6
4101,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell morphology and organelle mutants,PS01186,6,PROTEIN DESTINATION,cytoskeleton,6
4102,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS01248,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4103,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Mating and sporulation defects,PS01186,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4104,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS01248,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4105,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00211,6,PROTEIN SYNTHESIS,cytoskeleton,6
4106,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell cycle defects,PS00211,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,6
4107,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS01186,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4108,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00350,6,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,6
4109,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS00022,6,PROTEIN DESTINATION,cytoskeleton,6
4110,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Mating and sporulation defects,PS01186,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4111,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS01186,6,PROTEIN SYNTHESIS,cytoskeleton,6
4112,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,Cell morphology and organelle mutants,PS00211,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,6
4113,AAAPD,Non-Essential,GTP/GDP-exchange factors (GEFs),Replication complexes,?,PS01186,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4114,AAAPE,Essential,,,?,PS00197,5,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,5
4115,AAAPE,Essential,,,?,PS00198,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
4116,AAAPE,Essential,,,?,PS00197,5,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,5
4117,AAAPF,Non-Essential,GTP-binding proteins,Cytoskeleton,Cell morphology and organelle mutants,PS00824,9,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,9
4118,AAAPF,Non-Essential,GTP-binding proteins,Cytoskeleton,Mating and sporulation defects,PS00825,9,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,9
4119,AAAPG,Essential,?,L-aminopadipate-semialdehyde dehydrogenase,Sensitivity to aminoacid analogs and other drugs,PS00824,3,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,3
4120,AAAPG,Essential,?,L-aminopadipate-semialdehyde dehydrogenase,Unknown,PS00824,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,3
4121,AAAPG,Essential,?,L-aminopadipate-semialdehyde dehydrogenase,"Auxotrophies, carbon and",PS00824,3,PROTEIN DESTINATION,cytoskeleton,3
4122,AAAPG,Essential,?,L-aminopadipate-semialdehyde dehydrogenase,Nucleic acid metabolism defects,PS00824,3,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,3
4123,AAAPG,Essential,?,L-aminopadipate-semialdehyde dehydrogenase,Sensitivity to antibiotics,PS00824,3,PROTEIN SYNTHESIS,cytoplasm,3
4124,AAAPH,Non-Essential,Histones,Nucleosomal protein complex,Mating and sporulation defects,PS00383,15,PROTEIN SYNTHESIS,cytoskeleton,15
4125,AAAPH,Non-Essential,Histones,Nucleosomal protein complex,Mating and sporulation defects,PS00383,15,PROTEIN SYNTHESIS,cytoskeleton,15
4126,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00216,6,PROTEIN SYNTHESIS,cytoskeleton,6
4127,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00217,6,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,6
4128,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00674,6,PROTEIN DESTINATION,nucleus,6
4129,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00509,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,6
4130,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00115,6,PROTEIN DESTINATION,cytoskeleton,6
4131,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00027,6,PROTEIN DESTINATION,cytoskeleton,6
4132,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00217,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4133,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Conditional phenotypes,PS01132,6,PROTEIN DESTINATION,cytoskeleton,6
4134,AAAPI,Non-Essential,GTP/GDP-exchange factors (GEFs),,Stress response defects,PS00216,6,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,6
4135,AAAPJ,Essential,?,,Mating and sporulation defects,PS00959,4,PROTEIN DESTINATION,plasma membrane,4
4136,AAAPJ,Essential,?,,Mating and sporulation defects,PS00509,4,PROTEIN SYNTHESIS,plasma membrane,4
4137,AAAPJ,Essential,?,,Mating and sporulation defects,PS00554,4,PROTEIN DESTINATION,mitochondria,4
4138,AAAPK,Essential,?,Translation complexes,?,PS00824,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
4139,AAAPK,Essential,?,Translation complexes,?,PS00824,3,PROTEIN DESTINATION,nucleus,3
4140,AAAPK,Essential,?,Translation complexes,?,PS00824,3,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,3
4141,AAAPL,Essential,Nucleases,Cytoskeleton,Sensitivity to immunosuppressants,PS01020,2,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,2
4142,AAAPL,Essential,?,Cytoskeleton,Sensitivity to immunosuppressants,PS01020,2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,2
4143,AAAPL,Essential,?,Cytoskeleton,Sensitivity to immunosuppressants,PS01020,2,IONIC HOMEOSTASIS,cytoplasm,2
4144,AAAPL,Essential,Nucleases,Cytoskeleton,Sensitivity to aminoacid analogs and other drugs,PS01020,2,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,2
4145,AAAPL,Essential,?,Cytoskeleton,Nucleic acid metabolism defects,PS01020,2,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,2
4146,AAAPL,Essential,Nucleases,Cytoskeleton,Sensitivity to immunosuppressants,PS01020,2,IONIC HOMEOSTASIS,cytoplasm,2
4147,AAAPL,Essential,?,Cytoskeleton,Nucleic acid metabolism defects,PS01020,2,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,2
4148,AAAPL,Essential,Nucleases,Cytoskeleton,Sensitivity to immunosuppressants,PS01020,2,IONIC HOMEOSTASIS,cytoplasm,2
4149,AAAPM,Essential,Other kinases,?,Conditional phenotypes,,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),mitochondria,13
4150,AAAPM,Essential,Other kinases,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,13
4151,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,13
4152,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,13
4153,AAAPM,Essential,Ubiquitin-system proteins,?,Conditional phenotypes,,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,13
4154,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,13
4155,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,nucleus,13
4156,AAAPM,Essential,Other kinases,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,mitochondria,13
4157,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),nucleus,13
4158,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,plasma membrane,13
4159,AAAPM,Essential,Ubiquitin-system proteins,?,Cell morphology and organelle mutants,,13,PROTEIN SYNTHESIS,nucleus,13
4160,AAAPN,?,Adaptins,Translation complexes,?,PS00933,0,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoskeleton,0
4161,AAAPN,?,Adaptins,Translation complexes,?,PS00933,0,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,0
4162,AAAPO,Non-Essential,Actin related proteins,Translation complexes,?,PS00389,13,PROTEIN DESTINATION,cytoplasm,13
4163,AAAPO,Non-Essential,GTP/GDP dissociation inhibitors (GDIs),?,Mating and sporulation defects,PS00357,13,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoskeleton,13
4164,AAAPO,Non-Essential,Actin related proteins,Translation complexes,?,PS00218,13,PROTEIN DESTINATION,cytoskeleton,13
4165,AAAPP,Non-Essential,Unknown,,Unknown,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4166,AAAPP,Non-Essential,Peptidyl-Prolyl-Isomerases,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4167,AAAPP,Non-Essential,Unknown,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4168,AAAPP,Non-Essential,Adaptins,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4169,AAAPP,Non-Essential,Adaptins,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4170,AAAPP,Non-Essential,Adaptins,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4171,AAAPP,Non-Essential,Adaptins,,Cell morphology and organelle mutants,PS01101,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),integral membrane,12
4172,AAAPP,Non-Essential,Adaptins,,Cell morphology and organelle mutants,PS01101,12,PROTEIN DESTINATION,integral membrane,12
4173,AAAPP,Non-Essential,Adaptins,,Sensitivity to aminoacid analogs and other drugs,PS01101,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),integral membrane,12
4174,AAAPP,Non-Essential,Unknown,,Cell morphology and organelle mutants,PS01101,12,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,integral membrane,12
4175,AAAPQ,Essential,GTP/GDP-exchange factors (GEFs),,?,PS00824,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,11
4176,AAAPQ,Essential,GTP/GDP-exchange factors (GEFs),,?,PS00824,11,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,11
4177,AAAPR,Non-Essential,Nucleases,RNA processing complexes,Carbohydrate and lipid biosynthesis defects,PS00227,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,6
4178,AAAPR,Non-Essential,Nucleases,"H+-transporting ATPase, vacuolar",Carbohydrate and lipid biosynthesis defects,PS00227,6,PROTEIN SYNTHESIS,plasma membrane,6
4179,AAAPR,Non-Essential,Nucleases,"H+-transporting ATPase, vacuolar",Carbohydrate and lipid biosynthesis defects,PS00227,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,6
4180,AAAPR,Non-Essential,Nucleases,"H+-transporting ATPase, vacuolar",Carbohydrate and lipid biosynthesis defects,PS00227,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,6
4181,AAAPR,Non-Essential,Nucleases,"H+-transporting ATPase, vacuolar",Carbohydrate and lipid biosynthesis defects,PS00227,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),plasma membrane,6
4182,AAAPS,?,?,Nucleosomal protein complex,Cell cycle defects,PS00368,16,PROTEIN SYNTHESIS,cytoplasm,16
4183,AAAPS,?,?,Respiration chain complexes,Cell cycle defects,PS00888,16,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,16
4184,AAAPT,?,GTP-binding proteins,?,Mating and sporulation defects,?,8,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,8
4185,AAAPT,?,GTP-binding proteins,Cytoskeleton,Mating and sporulation defects,?,8,ENERGY,cytoplasm,8
4186,AAAPT,?,GTP-binding proteins,?,Mating and sporulation defects,?,8,PROTEIN DESTINATION,cytoplasm,8
4187,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,cytoplasm,15
4188,AAAPU,Essential,Transcription factors,Cytoskeleton,Conditional phenotypes,,15,PROTEIN SYNTHESIS,cytoplasm,15
4189,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
4190,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,TRANSCRIPTION,cytoplasm,15
4191,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,15
4192,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,15
4193,AAAPU,Essential,Transcription factors,Cytoskeleton,Conditional phenotypes,,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
4194,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
4195,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,PROTEIN SYNTHESIS,cytoplasm,15
4196,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4197,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,PROTEIN SYNTHESIS,cytoplasm,15
4198,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4199,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,PROTEIN SYNTHESIS,cytoplasm,15
4200,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,PROTEIN SYNTHESIS,cytoplasm,15
4201,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,METABOLISM,cytoplasm,15
4202,AAAPU,Essential,Cyclins,Cytoskeleton,Cell morphology and organelle mutants,,15,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,15
4203,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoplasm,15
4204,AAAPU,Essential,Cyclins,Cytoskeleton,Conditional phenotypes,,15,PROTEIN DESTINATION,cytoplasm,15
4205,AAAPV,Non-Essential,GTP/GDP-exchange factors (GEFs),Respiration chain complexes,Cell cycle defects,PS00107,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,12
4206,AAAPV,Non-Essential,GTP/GDP-exchange factors (GEFs),Respiration chain complexes,Cell cycle defects,PS00741,12,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,12
4207,AAAPV,Non-Essential,GTP/GDP-exchange factors (GEFs),Respiration chain complexes,Cell cycle defects,PS00108,12,METABOLISM,nucleus,12
4208,AAAPW,Non-Essential,?,Translation complexes,?,PS00868,6,PROTEIN SYNTHESIS,mitochondria,6
4209,AAAPW,Non-Essential,?,Translation complexes,?,PS00868,6,PROTEIN SYNTHESIS,mitochondria,6
4210,AAAPX,Non-Essential,Polymerases,Cytoskeleton,Conditional phenotypes,PS00959,5,PROTEIN SYNTHESIS,cytoskeleton,5
4211,AAAPX,Non-Essential,Polymerases,Cytoskeleton,Cell morphology and organelle mutants,PS00959,5,IONIC HOMEOSTASIS,cytoskeleton,5
4212,AAAPX,Essential,Polymerases,Cytoskeleton,Cell morphology and organelle mutants,PS00322,5,IONIC HOMEOSTASIS,cytoskeleton,5
4213,AAAPX,Non-Essential,Polymerases,Cytoskeleton,Cell morphology and organelle mutants,PS00038,5,ENERGY,cytoskeleton,5
4214,AAAPX,Non-Essential,Polymerases,Cytoskeleton,Cell morphology and organelle mutants,PS00674,5,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,5
4215,AAAPX,Non-Essential,Polymerases,Cytoskeleton,Cell morphology and organelle mutants,PS00674,5,TRANSCRIPTION,cytoskeleton,5
4216,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,7
4217,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,PROTEIN SYNTHESIS,cytoplasm,7
4218,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,PROTEIN SYNTHESIS,cytoplasm,7
4219,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoplasm,7
4220,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,7
4221,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
4222,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
4223,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,CELLULAR TRANSPORT AND TRANSPORTMECHANISMS,cytoplasm,7
4224,AAAPY,Essential,GTP/GDP-exchange factors (GEFs),Nucleosomal protein complex,Cell cycle defects,PS01119,7,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoplasm,7
4225,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00036,1,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),cytoskeleton,1
4226,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00300,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4227,AAAPZ,Non-Essential,,Translocon,Carbohydrate and lipid biosynthesis defects,PS00847,1,PROTEIN SYNTHESIS,nucleus,1
4228,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00389,1,METABOLISM,nucleus,1
4229,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00389,1,PROTEIN DESTINATION,nucleus,1
4230,AAAPZ,Non-Essential,,Translocon,Carbohydrate and lipid biosynthesis defects,PS00300,1,TRANSCRIPTION,nucleus,1
4231,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00389,1,CELLULAR COMMUNICATION/SIGNAL TRANSDUCTION,nucleus,1
4232,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00675,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,1
4233,AAAPZ,Non-Essential,,Translocon,Stress response defects,PS00036,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",nucleus,1
4234,AAAPa,Essential,Nucleases,,Cell cycle defects,PS00888,6,CELLULAR ORGANIZATION (proteins are localized to the corresponding organelle),vacuole,6
4235,AAAPa,Essential,Nucleases,,Mating and sporulation defects,PS00888,6,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",vacuole,6
4236,AAAPa,Essential,Nucleases,,?,PS00888,6,TRANSCRIPTION,vacuole,6
4237,AAAPb,Essential,Tubulins,Translation complexes,?,PS00675,11,PROTEIN SYNTHESIS,plasma membrane,11
4238,AAAPb,Essential,Tubulins,Translation complexes,?,PS00973,11,PROTEIN SYNTHESIS,plasma membrane,11
4239,AAAPc,?,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00824,1,"CELL RESCUE, DEFENSE, CELL DEATH AND AGEING",cytoskeleton,1
4240,AAAPc,?,Polymerases,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00824,1,"CELL GROWTH, CELL DIVISION AND DNA SYNTHESIS",cytoskeleton,1
4241,AAAPd,Non-Essential,?,Cyclin-CDK (Cyclin-dependent kinases) complexes,?,PS00333,3,PROTEIN SYNTHESIS,nucleus,3
